City,DealerName,LocatorLatitude,LocatorLongitude,Phone,PostalAddress,State,Website,ZipCode
Wilton,Highland Home Heating and Cooling LLC,43.1979000000024,-73.6838999999972,518-633-1846,PO Box 2317,NY,,12831
Jay,Nehemiah Mechanical Systems,44.3553,-73.7106999999998,518-241-3908,695 Ausable Dr,NY,,12941
South Burlington,"Avonda Air System, Inc.",44.446,-73.1725,802-489-7441,1 Green Tree Dr,VT,,05403
Milton,Jack&amp;#39;s Heating &amp;amp; AC,44.6579,-73.1453000000001,802-559-1514,7 Ira Pl,VT,,05468
Williston,N E A S I New England Air System,44.4289,-73.0926000000001,802-448-5022,43 Krupp Dr,VT,,05495
Essex Junction,Jay Mechanical Inc.,44.5358,-73.0547999999998,802-448-1310,11 Maple St,VT,,05452
Jericho,Come N Go Comfort,44.4697,-72.9617000000002,802-488-5549,129 Raceway Rd,VT,,05465
Liverpool,Charles One Hour Heating &amp;amp; Air / MICHAEL CHARLES SYSTEMS LLC,43.1098,-76.1878000000002,315-849-9930,914 Old Liverpool Rd,NY,,13088
Liverpool,Charles Heating &amp;amp; Air,43.1098,-76.1878000000002,315-314-9597,914 Old Liverpool Rd,NY,,13088
Manlius,Doug Mapstone Inc,42.968,-75.9513,315-692-0361,8195 Cazenovia Rd,NY,,13104
Syracuse,Cooney Air Conditioning,43.0791,-76.1459999999999,315-849-3708,2516 Lodi St,NY,http://www.cooneyair.com,13208
Syracuse,Angelo Chiodo Heating &amp;amp; Air Cond.,43.0791,-76.1459999999999,315-992-7580,618 Wolf St,NY,,13208
Binghamton,Sure Temp Co Inc,42.1759,-75.9402000000001,607-296-0377,43- 47 Lake Ave,NY,,13905
Auburn,Kozy Heating &amp;amp; AC LLC,42.9235,-76.5525000000001,315-612-2141,44 S Lewis St,NY,,13021
Yorkville,Fred F. Collis &amp;amp; Sons,43.1144,-75.2719,315-327-2865,5092 Commercial Dr,NY,,13495
POLAND,VINCENT&amp;#39;S HEATING &amp;amp; FUEL SVC,43.1704,-75.0679999999998,315-272-4264,16 Railroad St.,NY,,13431
Rome,Fred F. Collis &amp;amp; Sons,43.2466,-75.4624000000001,315-838-5205,152 Erie Blvd E,NY,,13440
Binghamton,CRNA-McCARTHY NATIONAL ACCOUNT,42.133,-75.8265999999999,571-642-1562,29 Industrial Park Dr,NY,,13904
Binghamton,Mirabito Energy Products,42.0989,-75.9183999999998,518-379-0723,Po Box 5306,NY,,13902
Scranton,PICA HVAC,41.3744,-75.6541999999998,570-904-8238,1817 Pittston Ave,PA,,18505
Vestal,Petcosky and Sons Plumbing and Heating,42.0463,-76.0314000000002,607-821-1236,421 Commerce Rd,NY,,13850
Buffalo,Zenner &amp;amp; Ritter Heating and Cooling,42.9342,-78.8093000000002,716-800-3319,3404 Bailey Ave,NY,,14215
Orchard Park,Armor Heating,42.7477,-78.7412999999999,716-262-9950,3697 Abbott Rd,NY,,14127
Tonawanda,Reimer Home Services,42.9977,-78.8771999999999,716-245-6797,255 FIRETOWER DRIVE,NY,,14150
Orchard Park,Vastola Heating &amp;amp; Cooling LLC,42.7477,-78.7412999999999,716-531-4501,3315 Abbott Rd,NY,,14127
Falconer,Kings Heating and Sheet Metal,42.1461,-79.1678000000002,716-708-4183,137 S Work St,NY,,14733
Lancaster,ZENNER &amp;amp; RITTER INC.,42.9085,-78.6272000000003,716-427-6840,86 Gunnville Road,NY,,14086
Niagara Falls,H. W. Bryk &amp;amp; Sons Inc.,43.121,-79.0248000000003,716-236-8447,4300 Military Rd,NY,,14305
Amherst,Service Experts,42.971,-78.7987000000003,716-262-9951,6020 N Bailey Ave,NY,,14226
Rochester,John Betlem Heating and Cooling,43.1291,-77.6070999999999,585-666-1358,898 Clinton Ave S,NY,http://johnbetlem.com/,14620
Rochester,"Ryan Plumbing, Heating, Air Conditioning &amp;amp; Fire Protection",43.1291,-77.6070999999999,585-340-7852,11 Comfort St,NY,,14620
North Syracuse,HOMETOWN HEATING AND AIR COND.,43.1273,-76.1307000000002,315-849-2329,5985 E Taft Rd,NY,,13212
Corning,AMBIENT HEATING &amp;amp; AIR LLC,42.0806,-77.0397000000003,646-569-9978,238 Pearl St,NY,,14830
Pickerington,Pickerington Heating &amp;amp; Cooling,39.9019,-82.7451999999999,614-845-2661,12928 Stonecreek Drive,OH,,43147
Columbus,Favret Company,39.9651,-82.9999999999998,614-362-9162,1296 Dublin Rd,OH,,43215
Lewis Center,Cullins One Hour Heating &amp;amp; A/C,40.1839,-82.9843,614-682-8976,670 Radio Dr,OH,,43035
Warsaw,Revival Heating &amp;amp; Cooling,40.3362,-82.0522999999998,740-334-4867,28015 C.R.22,OH,,43844
Columbus,Midwest Contractor,39.9577,-82.9620000000003,614-721-6328,646 S Nelson Rd,OH,,43205
Columbus,CJS Heating,40.0994,-83.0165999999997,614-532-9509,771 Dearborn Park Lane Suite C,OH,,43085
Newark,KMA Electric and Heating &amp;amp; Cooling,40.1181,-82.3725999999999,614-682-8972,1755 Mt. Vernon Road,OH,,43055
Pataskala,Mr Air,40.008,-82.6777000000002,614-701-9819,417 Lockmead Dr,OH,,43062
Columbus,Quality Air Heating and Air Conditioning,40.0525,-83.0199999999999,614-721-5014,4060 Indianola Ave,OH,http://www.qualityairandheat.com,43214
Lancaster,Fairfield Heating &amp;amp; Cooling Inc,39.7017,-82.6092999999999,740-994-4459,512 S Broad St,OH,http://www.fairfieldheating.com/,43130
Groveport,Franklin Heating Cooling and Refrigeration,39.8355,-82.8803000000002,614-830-9000,4802 Hendron Rd,OH,,43125
Newark,Lem-Aire Heating &amp;amp; Cooling,40.1181,-82.3725999999999,740-334-4281,381 Andover St,OH,,43055
New Albany,Arctic Air- Div of Schmid One Hour,40.0871,-82.7997999999999,614-682-9608,9789 Karmar Ct,OH,,43054
Canal Winchester,Canal Winchester Heating &amp;amp; Cooling,39.8265,-82.7973,614-524-0633,6478 Winchester Blvd,OH,,43110
NEW ALBANY,NEW ALBANY HEATING,40.0871,-82.7997999999999,380-867-0629,68 NORTH HIGH STREET,OH,,43054
Worthington,Buckeye Heating and Cooling,40.0994,-83.0165999999997,614-398-4133,6969 Worthington Galena Rd,OH,,43085
Canal Winchester,Kessler Heating and Cooling,39.8265,-82.7973,614-382-6466,9793 Basil Western Rd NW,OH,,43110
Washington Court House,Accurate Mechancial Inc,39.5227,-83.4502999999998,740-239-2279,430 Blackstone St,OH,http://accuratecarrierhvac.com,43160
Plain City,Westside Refrigeration Services,40.097,-83.2906999999999,614-504-4507,7845 Plain City Georgesville Rd NE,OH,,43064
London,Nelson and Ball,39.8789,-83.4301999999998,740-837-4230,132 E Center St,OH,,43140
Belle Center,MORAN BROTHERS HTG &amp;amp; CLG LLC,40.5311,-83.7861999999998,419-516-4814,109 W Main St,OH,,43310
Lakeview,R J B Sales &amp;amp; Service,40.5245,-83.9354000000001,937-810-0323,12029 State Route 720,OH,,43331
Kenton,Quality Mechanical Services,40.6385,-83.6164000000002,419-679-4194,1022 S Main St,OH,,43326
Sidney,Area Energy and Electric,40.2838,-84.1519000000002,937-419-4512,2001 Commerce Dr,OH,,45365
Lima,Perry&amp;#39;s Heating &amp;amp; Air Conditioning,40.6673,-84.1324000000002,419-549-8433,3855 S Wapakoneta Rd,OH,http://www.perrysheatingandairconditioning.com,45806
Piqua,Morris Heating &amp;amp; Cooling,40.1702,-84.2793000000002,937-541-0046,401 S. College Street,OH,http://morriscomfortsystems.com,45356
Troy,Quality Mechanical Services,40.0416,-84.1531,937-606-9621,260 E Peterson Rd,OH,,45373
Troy,Troy Plumbing Heating and Air Conditioning Service,40.0416,-84.1531,937-703-4628,730 S Mulberry St,OH,,45373
Findlay,Jacks Heating and  Air Conditioning,41.0289,-83.6493999999997,567-525-8624,450 Olive St,OH,http://www.jacksheating.com,45840
Northwood,Mauder Heating &amp;amp; Air Conditioning,41.6045,-83.4717,567-318-0513,2903 Woodville Rd,OH,,43619
Oak Harbor,Witt and Gaines Inc,41.5624,-83.1418999999998,419-707-8269,130 S Locust St,OH,,43449
Ottawa,Scott Wagner Plumbing &amp;amp; Htg Inc,41.0234,-84.0653999999999,567-376-3711,5538 Road 13,OH,http://www.scottwagnerplumbing-heating.com,45875
Defiance,Morris Heating,41.3548,-84.3568999999997,419-956-0880,18014 Baltimore,OH,,43512
Wauseon,A.L.M. Heating and Refrigeration,41.5765,-84.1519000000002,419-330-1316,130 E Linfoot St,OH,,43567
Holland,Pugh Heating Co.,41.6266,-83.7494000000001,567-703-7674,6400 Hamilton Dr E,OH,,43528
Perrysburg,Schwabel Heating &amp;amp; Air Conditioning,41.5209,-83.5670999999998,567-336-9060,10379 Neiderhouse Rd,OH,,43551
Tiffin,"Tong&amp;#39;s Air Conditioning, Heating and Plumbing",41.154,-83.2212000000003,567-220-4434,40 E Perry St,OH,http://www.tongsac.com,44883
Fremont,Air Eez Comfort Systems,41.3701,-83.1561000000002,567-280-1026,901 N 5th St,OH,,43420
Saint Clairsville,Pro Aire Heating and Air Conditioning,40.0964,-80.9220999999998,740-325-4518,50580 National Rd E,OH,http://www.fixaire.com,43950
Beallsville,FRAME HEATING AND AIR CONDITIONING,39.8445,-81.0051000000001,740-628-0056,49953 Mellott Ridge Rd,OH,,43716
New Philadelphia,Simpson Heating &amp;amp; Cooling,40.5013,-81.3603999999997,740-673-0140,817 W High Ave,OH,http://www.simpsonheating.com/,44663
Steubenville,Donvernon Heating &amp;amp; Cooling,40.3967,-80.6755000000003,740-314-0557,244 N 4th St,OH,http://www.donvernon.com,43952
Bridgeville,Coleman - Mitchell Heating and Air Conditioning,40.3414,-80.1320000000002,412-206-1021,186 Fawcett Church Road,PA,http://colemanmitchell.com/,15017
Medina,GENES REFRIGERATION HEATING &amp;amp; AIR CONDITIONING,41.1389,-81.8637999999998,330-391-7936,6222 Norwalk Rd,OH,https://genesrefrigeration.com/,44256
Westlake,All Weather Heating and Cooling Inc.,41.4525,-81.9298,440-925-5079,30641 Center Ridge Rd,OH,http://allweatherheatingcooling.net/,44145
Warrensville Heights,W F Hann and Sons Co,41.4368,-81.5396000000001,216-359-8013,26401 Miles Rd,OH,http://www.wfhann.com,44128
Strongsville,Strongsville Heating &amp;amp; A/C,41.3158,-81.8460000000001,440-783-4034,12650 Prospect Rd,OH,https://www.strongsvilleheating.com/,44149
Cleveland,Cyngier Heating and Air Conditioning,41.4062,-81.6149,216-273-6672,4656 Warner Rd,OH,,44125
Elyria,"Geisel Heating, Air Conditioning &amp;amp; Plumbing",41.3603,-82.1314,440-822-3391,633 Broad St,OH,http://www.gogeisel.com/,44035
Cleveland,Green Home Solutions,41.3848,-81.7045000000002,216-206-6073,4900 Brookpark Rd,OH,https://www.ghsohio.com/,44134
Chagrin Falls,RTT Heating &amp;amp; Cooling,41.3913,-81.3196999999998,216-706-9721,"10220 Gottschalk Pkwy, Unit 3",OH,,44023
Broadview Heights,ARP Heating and Air Conditioning Inc,41.3194,-81.6781,440-922-6362,8137 Broadview Rd,OH,,44147
North Royalton,American Climate Control,41.3138,-81.7452000000001,216-815-3644,7537 James Dr,OH,,44133
Elyria,Luxury Heating,41.3603,-82.1314,440-420-4654,5327 Ford Rd,OH,http://luxuryheatingco.com,44035
Lorain,Raymond Plumbing and Heating Inc,41.4482,-82.1803000000002,440-776-8575,1351 Broadway,OH,https://www.raymondplumbing.com/,44052
Amherst,Shagovac Heating &amp;amp; Cooling,41.3705,-82.2582999999999,440-822-3397,160 Sunrise Dr,OH,,44001
Lorain,McArthur Heating A/C &amp;amp; Plbg,41.4482,-82.1803000000002,440-776-8729,1658 Broadway,OH,,44052
Kent,Wright Heating and Cooling,41.1349,-81.3441,330-541-5617,418 N Water St,OH,http://www.wrightheating.com/,44240
North Lima,WW HEATING &amp;amp; AIR CONDITIONING,40.9442,-80.6687,234-759-4097,11400 Market St,OH,https://wwheating.com/,44452
Andover,Ogram Heating and Cooling,41.6317,-80.5769999999999,440-969-6270,6059 Stanhope Kelloggsville Rd,OH,,44003
Ashtabula,"HAVE, LLC",41.8664,-80.7932999999997,440-969-6297,PO Box 912,OH,https://www.have-inc.com/,44005
Highland Heights,Gorjanc Comfort Services Inc.,41.5545,-81.4745999999999,888-244-4176,42 Alpha Park Drive,OH,http://www.originaldonnelly.com,44143
Richfield,J C Mack Heating and Cooling LLC,41.2393,-81.6428000000002,440-922-6417,3767 Brecksville Rd,OH,,44286
Solon,KW Lang Mechanical,41.3834,-81.4439,440-804-5830,29410 Ambina Dr,OH,https://kwlang.com,44139
Eastlake,Bill Reynolds Heating and Air Conditioning,41.6454,-81.4494999999999,440-571-0770,1374 E 345th St,OH,http://www.billreynoldsheating.com/,44095
Lakewood,Lakewood Furnace Company,41.4825,-81.8004,216-206-7974,18502 Detroit Ave,OH,http://www.lakewoodfurnace.net,44107
Olmsted Falls,Rieke Heating &amp;amp; Cooling,41.374,-81.9211000000002,440-427-4511,27330 Bagley Rd,OH,,44138
North Royalton,Lisco Heating and Air Conditioning,41.3138,-81.7452000000001,440-628-7696,12608 State Rd,OH,,44133
Akron,The K Company Inc.,40.9839,-81.5315000000002,234-206-3813,2234 S Arlington Rd,OH,http://www.thekcompany.com,44319
Kent,APOLLO HTG &amp;amp; CLG (HVAC PRO),41.1349,-81.3441,330-552-7257,4494 State Route 43,OH,http://www.gotoapollo.com/,44240
Akron,Echols Heating and Air Conditioning,40.9839,-81.5315000000002,234-542-8562,85 Hanna Pkwy,OH,,44319
Stow,Brandon Heating and Air Conditioning,41.1788,-81.4432000000002,234-200-5603,1337 Commerce Dr,OH,http://www.brandonheating.com,44224
Diamond,24/7 Mechanical Company,41.0953,-81.0433999999998,330-967-0469,PO Box 315,OH,,44412
Akron,Jennings Heating &amp;amp; A/C,41.0762,-81.4630999999999,234-281-4766,1671 E Market St,OH,,44305
Alliance,Hills Heating and Cooling,40.9181,-81.1273000000002,330-238-1148,3002 Center Ave,OH,,44601
Ravenna,DeAngelis Heating and Air Conditioning,41.1736,-81.1686,330-577-8957,572 N Walnut St,OH,,44266
Norton,Custom Comfort,41.0203,-81.6279999999999,330-331-4342,3172 S Hametown Rd,OH,,44203
Akron,A to Zoff Heating and Air Conditioning,41.0159,-81.4403000000001,234-206-3117,1105 Canton Rd,OH,,44312
Warren,Thompson Heating and Cooling Inc,41.2735,-80.8216999999999,330-974-0269,219 N River Rd NW,OH,,44483
Girard,William Price Heating Co Inc,41.1741,-80.6778999999998,234-421-1992,330 Trumbull Ave,OH,https://www.priceheating.com/,44420
Canfield,Mike Byce Mechanical,41.005,-80.7708000000002,234-201-9798,482 Hickory Hollow Dr,OH,,44406
Carrollton,Advanced Indoor Comfort,40.5653,-81.0724,330-476-2981,901 Overlook Ln NE,OH,http://www.advancedindoorcomforthvac.com,44615
Wooster,Schmid&amp;#39;s Service- One Hour Heating &amp;amp; A/C,40.8061,-81.9813000000002,330-439-4948,258 S Columbus Ave,OH,,44691
Wooster,M.W. Robinson Company,40.8061,-81.9813000000002,234-249-1655,5980 Ashland Rd,OH,,44691
Bolivar,Weathermakers Heating &amp;amp; Cooling,40.6314,-81.4588000000002,740-561-1505,400 East St SW,OH,,44612
Massillon,"Crescenze Cooling &amp;amp; Heating, LLC",40.7932,-81.5672000000001,330-879-8880,12255 Barrs Rd SW,OH,http://www.crescenze.com,44647
Rittman,"Gifts Heating &amp;amp; Clg., Inc.",40.9626,-81.7764999999998,234-542-8784,14500 Mount Eaton Rd,OH,,44270
Rittman,"Schar Heating &amp;amp; Cooling, Inc.",40.9626,-81.7764999999998,330-485-6945,60 Sterling Ave,OH,http://www.scharheating.com/,44270
Canton,Schmid Service- One Hour- Canton,40.7516,-81.4187000000002,234-360-2129,2326 Navarre Rd SW,OH,,44706
Canton,GMC Heating &amp;amp; Cooling,40.7516,-81.4187000000002,234-360-2117,3300 Shepler Church Ave SW,OH,,44706
Canton,ZONED COMFORT HTG &amp;amp; CLG,40.8156,-81.4330999999998,234-360-1267,2531 Clarendon Ave NW,OH,,44708
Sandusky,GUNDLACH SHEET METAL,41.4028,-82.7180999999999,419-504-0626,910 Columbus Ave,OH,http://www.gundlachsheetmetal.com/,44870
Shelby,"Quality Plumbing, Heating &amp;amp; A/C",40.8848,-82.6514999999998,567-275-0020,3655 State Route 39,OH,,44875
Cincinnati,"Thomas &amp;amp; Galbraith Heating, Cooling &amp;amp; Plumbing",39.3284,-84.5465000000002,513-409-4562,9520 LeSaint Drive,OH,http://thomasgalbraith.com,45014
Hamilton,Bartels Heating and Cooling,39.4158,-84.6488000000002,513-857-1698,929 Main St,OH,http://www.bartelsheatingandcooling.com,45013
Fairfield,Hill-Air Heating and Air Conditioning,39.3284,-84.5465000000002,513-818-0183,3160 Cunagin Dr,OH,http://www.hill-air.com,45014
West Chester,Hauser Heating and Air Conditioning Inc,39.3413,-84.4053,513-443-6111,9114 Cincinnati Columbus Rd,OH,http://www.hauserair.com,45069
Ross,Controlled Comfort,39.3116,-84.6503000000002,513-452-3534,PO Box 295,OH,,45061
Maineville,Future Air Inc,39.3164,-84.2264999999998,513-833-9698,8384 Old 3C Hwy,OH,,45039
Cincinnati,Zimmer Heating and Cooling,39.2053,-84.5807000000001,513-666-2618,7458 Colerain Ave,OH,http://www.gozimmer.com,45239
Waynesville,John Boyd Heating &amp;amp; Cooling,39.5416,-84.0704,513-409-0946,5919 East State Rt 73,OH,http://www.johnboydhvac.com,45068
Reading,"Air Plus Heating and Cooling, Inc",39.236,-84.4599000000001,513-909-3319,9301 Reading Rd,OH,,45215
MARTINSVILLE,"TOWNSEND&amp;#39;S HEATING &amp;amp; COOLING, INC",39.3149,-83.7949000000002,937-685-7051,10803 ST RT 134,OH,,45146
Blanchester,Prewitt Plumbing,39.2954,-83.9658000000003,937-783-7502,202 S Columbus St,OH,,45107
Loveland,Time Savers Heating &amp;amp; Cooling LLC,39.23,-84.2393999999999,513-655-2112,10930 Loveland Madeira Rd,OH,,45140
Oxford,MABRY CONTRS INC,39.4851,-84.7501000000002,513-273-7371,5131 College Corner Pike,OH,http://www.bbplumbingheating.com,45056
Cincinnati,JCS Mechanical,39.1663,-84.6601999999998,513-394-7013,4545 Schinkal Rd,OH,,45248
Cincinnati,Anderson Automatic Heating and Cooling,39.1663,-84.6601999999998,513-909-3417,5741 Harrison Ave,OH,http://www.andersonautomatic.com,45248
Cincinnati,JonLe Heating and Cooling,39.1585,-84.5998000000001,513-401-8826,4117 Bridgetown Rd,OH,http://www.jonle.com,45211
Cincinnati,Adams Heating,39.0584,-84.3302999999998,513-666-2760,8185 Beechmont Ave,OH,http://www.adamsheat.com,45255
Cincinnati,Lambert Heating and Cooling,39.0659,-84.2779999999999,513-718-4568,805 Fairway Dr,OH,,45245
Amelia,Kellerman Heating and Cooling,39.0167,-84.2068999999998,513-685-3042,1990 State Route 125,OH,,45102
New Richmond,Air One Heating,38.9542,-84.2298999999999,513-718-4577,1428 12 Mile Road,OH,,45157
Cincinnati,Corcoran and Harnist Heating and Air,39.1179,-84.5317,513-909-3281,1457 Harrison Ave,OH,http://www.corcoranharnist.com,45214
Cincinnati,Jansen Heating and Air Conditioning,39.1838,-84.3411,513-909-3219,8175 Camargo Rd,OH,http://www.comfortbyjansen.com,45243
Cincinnati,Schmidt Heating,39.1981,-84.4816999999998,513-401-7962,7323 Vine St,OH,,45216
Covington,Rusk Heating and Cooling Inc.,39.0659,-84.5308999999997,859-905-0757,666 W 3rd St,KY,http://www.docrusk.com,41011
Cincinnati,McGee Heating and Air Conditioning,39.1936,-84.4485999999998,513-666-2757,8070 Reading Rd,OH,http://www.mcgeeheatingaircond.com,45237
Milford,Clark Heating and Cooling Inc,39.1679,-84.2276000000002,513-453-7774,28 Glendale Milford Rd,OH,,45150
Dayton,Butler Heating and Air Conditioning,39.7645,-84.1491999999999,937-999-2023,120 Springfield St,OH,,45403
Greenville,Bolyard Heating and Cooling,40.0985,-84.6500999999999,937-569-4912,1480 Sweitzer St,OH,http://www.bolyards.com,45331
Brookville,New Comfort Heating and Cooling,39.8424,-84.4242000000002,937-551-1900,8132 Arlington Rd,OH,http://www.newcomfortheatingcooling.com,45309
Clayton,Allied Services Inc,39.8568,-84.3421,937-540-0162,109 S Diamond Mill Rd,OH,,45315
Vandalia,Choice Comfort Services,39.8973,-84.2232000000001,937-576-4548,150 N Dixie Dr,OH,http://www.choicecomfort.com,45377
Portland,Dave&amp;#39;s Heating and Cooling,40.4312,-85.0058000000002,260-201-0418,1238 W Water St,IN,,47371
Dayton,KORRECT PLUMBING HEATING &amp;amp; AIR INC,39.7526,-84.2484999999999,937-715-0804,7970 W 3rd St,OH,,45417
Dayton,Tanner Heating &amp;amp; Air Conditioning,39.6994,-84.2173,937-802-2486,2238 E River Rd,OH,,45439
Coldwater,Johnson Mechanical Inc,40.4893,-84.6854000000002,567-510-0992,400 Hardin St,OH,http://www.johnsonmechanical.net,45828
Dayton,Lifestyle Comfort Solutions,39.7236,-84.1907999999999,937-202-4176,PO Box 247,OH,,45409
Xenia,"Shawnee Heating &amp;amp; Air, LLC",39.6596,-83.8999,937-502-4424,658 Cincinnati Ave,OH,http://www.shawneeheatingandair.com,45385
Beavercreek,The Furnace Man Heating &amp;amp; Cooling,39.6729,-84.0974999999999,937-956-0767,3866 Indian Ripple Rd,OH,,45440
Dayton,"A-Abel Htg &amp;amp; Clg, Inc.",39.6468,-84.1682999999998,937-401-2055,440 Congress Park Dr,OH,http://a-abel.com/,45459
Waverly,Combs Heating &amp;amp; Cooling,39.15,-83.0509000000001,740-443-4047,662 Back Hollow Rd,OH,,45690
Lucasville,DONNIE MARTIN,38.9214,-82.9556000000001,740-302-3510,PO Box 1008,OH,,45648
Coolville,Twin Oaks Refrigeration Inc,39.2061,-81.8739000000003,740-570-1476,22250 Twin Oaks Dr,OH,,45723
Athens,"Dan Inman Electric, Inc.",39.3095,-82.0810000000002,740-331-4912,6246 Radford Rd,OH,,45701
Middleport,Foreman &amp;amp; Abbott,39,-82.0957000000001,740-570-1003,391 N 2nd Ave,OH,,45760
Evans,B &amp;amp; G Heating and Cooling,38.799,-81.8106999999997,304-519-4703,409 1st St,WV,,25241
New Martinsville,"Valley Plumbing and Electric, Inc.",39.6454,-80.8448999999998,304-652-5729,262 North St,WV,,26155
Bucyrus,"Hall Plumbing, Heating &amp;amp; Air Conditioning, INC.",40.815,-82.9722999999999,419-834-9158,1314 S Sandusky Ave,OH,,44820
Galion,Fox Plumbing and Heating Inc,40.712,-82.7960000000003,419-777-1904,126 N Washington St,OH,,44833
Anadarko,Glidewell Plumbing Heating and Cooling Inc,35.1088,-98.2078000000002,405-648-4951,605 W Georgia Ave,OK,,73005
El Reno,Ezells Refrigeration Service,35.5525,-97.9651000000002,405-295-4691,418 W Wade St,OK,,73036
El Reno,Gatz Mechanical,35.5525,-97.9651000000002,405-345-6149,PO Box 936,OK,,73036
Mustang,Gentry Service and Repair,35.3779,-97.7426999999999,405-256-2693,1210 E. State Highway 152,OK,,73064
Clinton,Four Seasons Heat &amp;amp; Air,35.5418,-99.0268,580-547-4112,1821 Hayes Ave,OK,,73601
Yukon,Rainbow Heating and Air Conditioning,35.52,-97.7580000000002,405-494-8121,501 Cedar Ave,OK,,73099
