DealerName,PostalAddress,City,State,ZipCode,Country,Phone,LocatorLatitude,LocatorLongitude,Website,Brand
Lakewood Furnace Company,18502 Detroit Ave,Lakewood,OH,44107,United States,216-206-7974,41.4825,-81.8004,http://www.lakewoodfurnace.net,Carrier
Rieke Heating & Cooling,27330 Bagley Rd,Olmsted Falls,OH,44138,United States,440-427-4511,41.374,-81.9211000000002,,Carrier
Lisco Heating and Air Conditioning,12608 State Rd,North Royalton,OH,44133,United States,440-628-7696,41.3138,-81.7452000000001,,Carrier
The K Company Inc.,2234 S Arlington Rd,Akron,OH,44319,United States,234-206-3813,40.9839,-81.5315000000002,http://www.thekcompany.com,Carrier
APOLLO HTG & CLG (HVAC PRO),4494 State Route 43,Kent,OH,44240,United States,330-552-7257,41.1349,-81.3441,http://www.gotoapollo.com/,Carrier
Echols Heating and Air Conditioning,85 Hanna Pkwy,Akron,OH,44319,United States,234-542-8562,40.9839,-81.5315000000002,,Carrier
Brandon Heating and Air Conditioning,1337 Commerce Dr,Stow,OH,44224,United States,234-200-5603,41.1788,-81.4432000000002,http://www.brandonheating.com,Carrier
24/7 Mechanical Company,PO Box 315,Diamond,OH,44412,United States,330-967-0469,41.0953,-81.0433999999998,,Carrier
Jennings Heating & A/C,1671 E Market St,Akron,OH,44305,United States,234-281-4766,41.0762,-81.4630999999999,,Carrier
Hills Heating and Cooling,3002 Center Ave,Alliance,OH,44601,United States,330-238-1148,40.9181,-81.1273000000002,,Carrier
DeAngelis Heating and Air Conditioning,572 N Walnut St,Ravenna,OH,44266,United States,330-577-8957,41.1736,-81.1686,,Carrier
Custom Comfort,3172 S Hametown Rd,Norton,OH,44203,United States,330-331-4342,41.0203,-81.6279999999999,,Carrier
A to Zoff Heating and Air Conditioning,1105 Canton Rd,Akron,OH,44312,United States,234-206-3117,41.0159,-81.4403000000001,,Carrier
Thompson Heating and Cooling Inc,219 N River Rd NW,Warren,OH,44483,United States,330-974-0269,41.2735,-80.8216999999999,,Carrier
William Price Heating Co Inc,330 Trumbull Ave,Girard,OH,44420,United States,234-421-1992,41.1741,-80.6778999999998,https://www.priceheating.com/,Carrier
Mike Byce Mechanical,482 Hickory Hollow Dr,Canfield,OH,44406,United States,234-201-9798,41.005,-80.7708000000002,,Carrier
Advanced Indoor Comfort,901 Overlook Ln NE,Carrollton,OH,44615,United States,330-476-2981,40.5653,-81.0724,http://www.advancedindoorcomforthvac.com,Carrier
Schmid&s Service- One Hour Heating & A/C,258 S Columbus Ave,Wooster,OH,44691,United States,330-439-4948,40.8061,-81.9813000000002,,Carrier
M.W. Robinson Company,5980 Ashland Rd,Wooster,OH,44691,United States,234-249-1655,40.8061,-81.9813000000002,,Carrier
Weathermakers Heating & Cooling,400 East St SW,Bolivar,OH,44612,United States,740-561-1505,40.6314,-81.4588000000002,,Carrier
"Crescenze Cooling & Heating, LLC",12255 Barrs Rd SW,Massillon,OH,44647,United States,330-879-8880,40.7932,-81.5672000000001,http://www.crescenze.com,Carrier
"Gifts Heating & Clg., Inc.",14500 Mount Eaton Rd,Rittman,OH,44270,United States,234-542-8784,40.9626,-81.7764999999998,,Carrier
"Schar Heating & Cooling, Inc.",60 Sterling Ave,Rittman,OH,44270,United States,330-485-6945,40.9626,-81.7764999999998,http://www.scharheating.com/,Carrier
Schmid Service- One Hour- Canton,2326 Navarre Rd SW,Canton,OH,44706,United States,234-360-2129,40.7516,-81.4187000000002,,Carrier
GMC Heating & Cooling,3300 Shepler Church Ave SW,Canton,OH,44706,United States,234-360-2117,40.7516,-81.4187000000002,,Carrier
ZONED COMFORT HTG & CLG,2531 Clarendon Ave NW,Canton,OH,44708,United States,234-360-1267,40.8156,-81.4330999999998,,Carrier
GUNDLACH SHEET METAL,910 Columbus Ave,Sandusky,OH,44870,United States,419-504-0626,41.4028,-82.7180999999999,http://www.gundlachsheetmetal.com/,Carrier
"Quality Plumbing, Heating & A/C",3655 State Route 39,Shelby,OH,44875,United States,567-275-0020,40.8848,-82.6514999999998,,Carrier
"Thomas & Galbraith Heating, Cooling & Plumbing",9520 LeSaint Drive,Cincinnati,OH,45014,United States,513-409-4562,39.3284,-84.5465000000002,http://thomasgalbraith.com,Carrier
Bartels Heating and Cooling,929 Main St,Hamilton,OH,45013,United States,513-857-1698,39.4158,-84.6488000000002,http://www.bartelsheatingandcooling.com,Carrier
Hill-Air Heating and Air Conditioning,3160 Cunagin Dr,Fairfield,OH,45014,United States,513-818-0183,39.3284,-84.5465000000002,http://www.hill-air.com,Carrier
Hauser Heating and Air Conditioning Inc,9114 Cincinnati Columbus Rd,West Chester,OH,45069,United States,513-443-6111,39.3413,-84.4053,http://www.hauserair.com,Carrier
Controlled Comfort,PO Box 295,Ross,OH,45061,United States,513-452-3534,39.3116,-84.6503000000002,,Carrier
Future Air Inc,8384 Old 3C Hwy,Maineville,OH,45039,United States,513-833-9698,39.3164,-84.2264999999998,,Carrier
Zimmer Heating and Cooling,7458 Colerain Ave,Cincinnati,OH,45239,United States,513-666-2618,39.2053,-84.5807000000001,http://www.gozimmer.com,Carrier
John Boyd Heating & Cooling,5919 East State Rt 73,Waynesville,OH,45068,United States,513-409-0946,39.5416,-84.0704,http://www.johnboydhvac.com,Carrier
"Air Plus Heating and Cooling, Inc",9301 Reading Rd,Reading,OH,45215,United States,513-909-3319,39.236,-84.4599000000001,,Carrier
"TOWNSEND&S HEATING & COOLING, INC",10803 ST RT 134,MARTINSVILLE,OH,45146,United States,937-685-7051,39.3149,-83.7949000000002,,Carrier
Prewitt Plumbing,202 S Columbus St,Blanchester,OH,45107,United States,937-783-7502,39.2954,-83.9658000000003,,Carrier
Time Savers Heating & Cooling LLC,10930 Loveland Madeira Rd,Loveland,OH,45140,United States,513-655-2112,39.23,-84.2393999999999,,Carrier
MABRY CONTRS INC,5131 College Corner Pike,Oxford,OH,45056,United States,513-273-7371,39.4851,-84.7501000000002,http://www.bbplumbingheating.com,Carrier
JCS Mechanical,4545 Schinkal Rd,Cincinnati,OH,45248,United States,513-394-7013,39.1663,-84.6601999999998,,Carrier
Anderson Automatic Heating and Cooling,5741 Harrison Ave,Cincinnati,OH,45248,United States,513-909-3417,39.1663,-84.6601999999998,http://www.andersonautomatic.com,Carrier
JonLe Heating and Cooling,4117 Bridgetown Rd,Cincinnati,OH,45211,United States,513-401-8826,39.1585,-84.5998000000001,http://www.jonle.com,Carrier
Adams Heating,8185 Beechmont Ave,Cincinnati,OH,45255,United States,513-666-2760,39.0584,-84.3302999999998,http://www.adamsheat.com,Carrier
Lambert Heating and Cooling,805 Fairway Dr,Cincinnati,OH,45245,United States,513-718-4568,39.0659,-84.2779999999999,,Carrier
Kellerman Heating and Cooling,1990 State Route 125,Amelia,OH,45102,United States,513-685-3042,39.0167,-84.2068999999998,,Carrier
Air One Heating,1428 12 Mile Road,New Richmond,OH,45157,United States,513-718-4577,38.9542,-84.2298999999999,,Carrier
Corcoran and Harnist Heating and Air,1457 Harrison Ave,Cincinnati,OH,45214,United States,513-909-3281,39.1179,-84.5317,http://www.corcoranharnist.com,Carrier
Jansen Heating and Air Conditioning,8175 Camargo Rd,Cincinnati,OH,45243,United States,513-909-3219,39.1838,-84.3411,http://www.comfortbyjansen.com,Carrier
Schmidt Heating,7323 Vine St,Cincinnati,OH,45216,United States,513-401-7962,39.1981,-84.4816999999998,,Carrier
Rusk Heating and Cooling Inc.,666 W 3rd St,Covington,KY,41011,United States,859-905-0757,39.0659,-84.5308999999997,http://www.docrusk.com,Carrier
McGee Heating and Air Conditioning,8070 Reading Rd,Cincinnati,OH,45237,United States,513-666-2757,39.1936,-84.4485999999998,http://www.mcgeeheatingaircond.com,Carrier
Clark Heating and Cooling Inc,28 Glendale Milford Rd,Milford,OH,45150,United States,513-453-7774,39.1679,-84.2276000000002,,Carrier
Butler Heating and Air Conditioning,120 Springfield St,Dayton,OH,45403,United States,937-999-2023,39.7645,-84.1491999999999,,Carrier
Bolyard Heating and Cooling,1480 Sweitzer St,Greenville,OH,45331,United States,937-569-4912,40.0985,-84.6500999999999,http://www.bolyards.com,Carrier
New Comfort Heating and Cooling,8132 Arlington Rd,Brookville,OH,45309,United States,937-551-1900,39.8424,-84.4242000000002,http://www.newcomfortheatingcooling.com,Carrier
Allied Services Inc,109 S Diamond Mill Rd,Clayton,OH,45315,United States,937-540-0162,39.8568,-84.3421,,Carrier
Choice Comfort Services,150 N Dixie Dr,Vandalia,OH,45377,United States,937-576-4548,39.8973,-84.2232000000001,http://www.choicecomfort.com,Carrier
Dave&s Heating and Cooling,1238 W Water St,Portland,IN,47371,United States,260-201-0418,40.4312,-85.0058000000002,,Carrier
KORRECT PLUMBING HEATING & AIR INC,7970 W 3rd St,Dayton,OH,45417,United States,937-715-0804,39.7526,-84.2484999999999,,Carrier
Tanner Heating & Air Conditioning,2238 E River Rd,Dayton,OH,45439,United States,937-802-2486,39.6994,-84.2173,,Carrier
Johnson Mechanical Inc,400 Hardin St,Coldwater,OH,45828,United States,567-510-0992,40.4893,-84.6854000000002,http://www.johnsonmechanical.net,Carrier
Lifestyle Comfort Solutions,PO Box 247,Dayton,OH,45409,United States,937-202-4176,39.7236,-84.1907999999999,,Carrier
"Shawnee Heating & Air, LLC",658 Cincinnati Ave,Xenia,OH,45385,United States,937-502-4424,39.6596,-83.8999,http://www.shawneeheatingandair.com,Carrier
The Furnace Man Heating & Cooling,3866 Indian Ripple Rd,Beavercreek,OH,45440,United States,937-956-0767,39.6729,-84.0974999999999,,Carrier
"A-Abel Htg & Clg, Inc.",440 Congress Park Dr,Dayton,OH,45459,United States,937-401-2055,39.6468,-84.1682999999998,http://a-abel.com/,Carrier
Combs Heating & Cooling,662 Back Hollow Rd,Waverly,OH,45690,United States,740-443-4047,39.15,-83.0509000000001,,Carrier
DONNIE MARTIN,PO Box 1008,Lucasville,OH,45648,United States,740-302-3510,38.9214,-82.9556000000001,,Carrier
Twin Oaks Refrigeration Inc,22250 Twin Oaks Dr,Coolville,OH,45723,United States,740-570-1476,39.2061,-81.8739000000003,,Carrier
"Dan Inman Electric, Inc.",6246 Radford Rd,Athens,OH,45701,United States,740-331-4912,39.3095,-82.0810000000002,,Carrier
Foreman & Abbott,391 N 2nd Ave,Middleport,OH,45760,United States,740-570-1003,39,-82.0957000000001,,Carrier
B & G Heating and Cooling,409 1st St,Evans,WV,25241,United States,304-519-4703,38.799,-81.8106999999997,,Carrier
"Valley Plumbing and Electric, Inc.",262 North St,New Martinsville,WV,26155,United States,304-652-5729,39.6454,-80.8448999999998,,Carrier
"Hall Plumbing, Heating & Air Conditioning, INC.",1314 S Sandusky Ave,Bucyrus,OH,44820,United States,419-834-9158,40.815,-82.9722999999999,,Carrier
Fox Plumbing and Heating Inc,126 N Washington St,Galion,OH,44833,United States,419-777-1904,40.712,-82.7960000000003,,Carrier
Glidewell Plumbing Heating and Cooling Inc,605 W Georgia Ave,Anadarko,OK,73005,United States,405-648-4951,35.1088,-98.2078000000002,,Carrier
Ezells Refrigeration Service,418 W Wade St,El Reno,OK,73036,United States,405-295-4691,35.5525,-97.9651000000002,,Carrier
Gatz Mechanical,PO Box 936,El Reno,OK,73036,United States,405-345-6149,35.5525,-97.9651000000002,,Carrier
Gentry Service and Repair,1210 E. State Highway 152,Mustang,OK,73064,United States,405-256-2693,35.3779,-97.7426999999999,,Carrier
Four Seasons Heat & Air,1821 Hayes Ave,Clinton,OK,73601,United States,580-547-4112,35.5418,-99.0268,,Carrier
Rainbow Heating and Air Conditioning,501 Cedar Ave,Yukon,OK,73099,United States,405-494-8121,35.52,-97.7580000000002,,Carrier
1 SOURCE HEAT & AIR,617 Dickens Ave,Yukon,OK,73099,United States,405-400-9435,35.52,-97.7580000000002,,Carrier
"Sammys Heat, Air & Sheet Metal",106 N Main St,Watonga,OK,73772,United States,405-283-4014,35.8572,-98.4170999999999,,Carrier
One Heat & Air LLC,3000 S Lightner Ln,Oklahoma City,OK,73179,United States,405-265-6543,35.4247,-97.6473000000001,,Carrier
Yarbrough & Sons,122 S Main,Blanchard,OK,73010,United States,405-701-9053,35.1068,-97.6169999999997,,Carrier
Vernons Plumbing Heating & Air Conditioning,625 Moore St SW,Ardmore,OK,73401,United States,580-798-4095,34.2137,-97.1821999999998,,Carrier
Top Tech Heating & A/C,221 SAM NOBLE PARKWAY,Ardmore,OK,73401,United States,580-798-3409,34.2137,-97.1821999999998,,Carrier
American Air,RR 2 Box 176-A,Pauls Valley,OK,73075,United States,405-665-0012,34.7565,-97.1869000000002,,Carrier
Davis Air Conditioning,335 S Highway 81,Duncan,OK,73533,United States,580-786-2202,34.4782,-97.8353000000001,,Carrier
"Northwind Heat and Air, INC,",15000 96th St,Lexington,OK,73051,United States,405-294-6206,35.0367,-97.2371000000001,,Carrier
Turnbull Refrigeration LLC,334 Chestnut Ln,Durant,OK,74701,United States,580-634-2389,34.0185,-96.3863999999999,,Carrier
Cravens Magouirk Mechanical,3942 County Road 220,Gainesville,TX,76240,United States,940-580-2891,33.7001,-97.0805000000003,,Carrier
Hale Heat and Air,7628 Melrose Ln,Oklahoma City,OK,73127,United States,405-896-9542,35.4787,-97.6513000000001,,Carrier
A Better Heating and Air,2225 N Moore Ave,Moore,OK,73160,United States,405-237-9839,35.3377,-97.4773000000001,,Carrier
Davis Air Conditioning Inc,1627 SE 1st St,Lawton,OK,73501,United States,580-215-0338,34.5483,-98.2848999999997,http://www.davis-air.com/,Carrier
C.A. CALL HEATING AND A/C CO,PO Box 155,Altus,OK,73522,United States,580-215-7863,34.6382,-99.3336,,Carrier
Praters Heating & A/C,900 Avenue G SE,Childress,TX,79201,United States,940-226-4175,34.4383,-100.1979,,Carrier
Ellett Air Conditioning and Heating,613 S Red River Expy,Burkburnett,TX,76354,United States,940-503-1097,34.0937,-98.6100000000001,,Carrier
Ferguson Veresh Inc,703 E Scott Ave,Wichita Falls,TX,76301,United States,940-247-2817,33.9014,-98.4821000000001,,Carrier
James Lane Air Conditioning,5024 Jacksboro Hwy,Wichita Falls,TX,76302,United States,940-432-0886,33.868,-98.4735000000002,,Carrier
Coffee Heat & Air,416 Elsie Ave,Canadian,TX,79014,United States,806-977-9483,35.8376,-100.2705,,Carrier
"Kline Mechanical Contr., Inc.",1301 Main St,Woodward,OK,73801,United States,580-377-1113,36.4135,-99.4147000000002,,Carrier
Quality Heating & Cooling,311 S Nebraska St,Shamrock,TX,79079,United States,806-486-1460,35.2586,-100.3022,,Carrier
"Charles Mechanical, LLC",219 E Princeton Ave,Enid,OK,73701,United States,580-701-4790,36.3867,-97.8158,,Carrier
S & H ELECTRIC LLC,PO Box 226,Ringwood,OK,73768,United States,580-366-4187,36.3721,-98.3036000000001,,Carrier
Extreme Heat & Air,P.O. Box 837,Hooker,OK,73945,United States,806-223-2315,36.8317,-101.1559,,Carrier
Guymon Heating and Air Conditioning,607 NE 4th St,Guymon,OK,73942,United States,580-377-1607,36.756,-101.4619,,Carrier
Cartwright Heating & Air,11246 S. 35th W. Avenue,Sapulpa,OK,74066,United States,918-518-0341,35.9978,-96.1372999999997,,Carrier
Air Solutions Heating & Cooling Inc.,108 Wellston Park Rd,Sand Springs,OK,74063,United States,918-215-3998,36.1933,-96.1589000000003,http://www.callairsolutions.com,Carrier
Hayes Air Conditioning,606 E Cherokee Ave,Nowata,OK,74048,United States,918-559-5025,36.6745,-95.6917000000001,http://www.hayesairconditioning.com,Carrier
Cimarron Service,210 C Trower Rd,Mannford,OK,74044,United States,918-358-6261,36.0666,-96.3642,,Carrier
B & L Heating and Air Conditioning,1907 W McMurtry Rd,Stillwater,OK,74075,United States,405-780-4105,36.1806,-97.0653999999998,http://www.bandlheatandcool.com,Carrier
Harp Electric Company,5009 W 62nd St,Tulsa,OK,74131,United States,539-302-0451,36.0433,-96.0695999999997,,Carrier
"Quality Heating & Cooling, LLC",985 E 141ST ST STE E,Glenpool,OK,74033,United States,918-518-0355,35.9484,-96.0042,,Carrier
Master Service Center,8416 S Peoria,Tulsa,OK,74132,United States,918-518-0274,36.0504,-96.0171000000002,,Carrier
Branch&s Heating & Air Conditioning Inc,2727 S Division St,Guthrie,OK,73044,United States,405-293-5153,35.8319,-97.4802000000002,,Carrier
Air Conditioning Concepts of Oklahoma,14624 Metro Plaza,Edmond,OK,73013,United States,405-757-6853,35.6176,-97.4668999999999,,Carrier
Comfort Inc.,36 NE 28th St,Oklahoma City,OK,73105,United States,405-896-9827,35.5187,-97.5032000000003,http://www.comfortok.com,Carrier
A & R Mechanical,11244 E 55th Pl,Tulsa,OK,74146,United States,918-994-0230,36.0973,-95.8508999999998,http://www.aandrmechanical.com,Carrier
Darrough Heating and Air Conditioning,1555 N 105th E Ave,Tulsa,OK,74116,United States,539-302-0448,36.1912,-95.8457000000001,http://darroughac.com,Carrier
STAN&S HTG & AIR CO.,20162 Springs Rd,Neosho,MO,64850,United States,417-385-1281,36.8753,-94.3946,,Carrier
Tristate Sheetmetal,1612 Galena Ave,Galena,KS,66739,United States,620-450-4273,37.0394,-94.6644,,Carrier
Climate Tech Inc.,527 W 10th St,Joplin,MO,64801,United States,417-385-1280,37.1074,-94.5218000000002,,Carrier
AC Service CO Of Arkansas,PO Box 312,Springdale,AR,72765,United States,479-717-9513,36.196,-94.1008999999999,,Carrier
Sturdivants Sheet Metal Heating and A/C,101 Butterfield Coach Rd,Springdale,AR,72764,United States,479-320-2009,36.1771,-94.0897000000001,http://www.sturdivantshvac.com,Carrier
Adams Air Heat and Refrigeration,13775 Highway 62,Tahlequah,OK,74464,United States,918-708-9163,35.9078,-95.0047000000002,,Carrier
Rescue Heat & Air,22177 S 4150 Rd,Claremore,OK,74019,United States,539-777-2273,36.2772,-95.6719999999997,,Carrier
Acme Reese Air Conditioning,304 Callahan St,Muskogee,OK,74403,United States,918-913-0600,35.7324,-95.3341000000002,,Carrier
Baker&s Mchanical Service Inc.,10126 E. 54th St,Tulsa,OK,74146,United States,539-777-2748,36.0973,-95.8508999999998,,Carrier
Air Comfort Solutions,9421 E 54th St,Tulsa,OK,74145,United States,539-777-0223,36.0971,-95.8864999999998,,Carrier
Sigler Heat & Air LLC,1150 S Joplin Ave,Tulsa,OK,74112,United States,539-302-0320,36.1463,-95.9048000000001,,Carrier
Stolhand Heat and Air,413 S 3rd St,Ponca City,OK,74601,United States,580-382-5041,36.7012,-97.1444,http://www.stolhand.com,Carrier
Hadley Heating & Air LLC,3112 SE 29th Ct,Oklahoma City,OK,73165,United States,405-896-8814,35.3364,-97.3599000000002,,Carrier
Arthur&s Air Conditioning,PO Box 720636,Norman,OK,73070,United States,405-322-5457,35.2225,-97.4393,,Carrier
"Lashar Home Comfort Sys, LLC",3535 N Flood Ave,Norman,OK,73069,United States,405-928-1425,35.2517,-97.4627000000002,,Carrier
Randalls Temperature Control,131 SE 4th St,Moore,OK,73160,United States,405-237-5406,35.3377,-97.4773000000001,,Carrier
Air Comfort Solutions,908 Messenger Ln,Moore,OK,73160,United States,405-367-5563,35.3377,-97.4773000000001,,Carrier
Interstate Heating & Air Conditioning,9320 Pole Rd,Oklahoma City,OK,73160,United States,405-237-6103,35.3377,-97.4773000000001,,Carrier
EPCO Mechanical (Residential),2618 S I 35 Service Rd,Oklahoma City,OK,73129,United States,405-896-9553,35.4337,-97.4865999999998,,Carrier
Sun Glow Inc.,2428 SE 105th Ave,Portland,OR,97216,United States,971-373-4795,45.5137,-122.5578,http://www.sunglowinc.com,Carrier
Jet Industries,1935 Silverton Rd NE,Salem,OR,97301,United States,971-915-0486,44.9053,-122.9167,http://jet-heating.com,Carrier
Jacobs Heating & Air Conditioning,4474 SE Milwaukie Ave,Portland,OR,97202,United States,971-202-9873,45.4818,-122.6402,http://www.jacobsheating.com,Carrier
